Rk,Name,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
37,J.J. Hoover\hoovejj01,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,0,,,
38,Jake Barrett\barreja01,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,0,,,
39,David Hernandez\hernada01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,0,,,
40,Silvino Bracho\brachsi01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,0,,,
41,Rubby De La Rosa\delarru01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,0,,,
42,Fernando Rodney\rodnefe01,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,0,,,
43,Jorge De La Rosa\rosajo01,26,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0,,,
44,Andrew Chafin\chafian01,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,0,,,
45,Tom Wilhelmsen\wilheto01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,0,,,
,Team Total,1107,729,3120,2779,355,652,127,16,98,336,42,18,278,744,.235,.309,.398,.706,1105,59,27,21,15,18,28,.284,83,93
